date,total_pnl,avg_pnl,pnl_std,trade_count,total_volume,avg_trade_size,win_count,loss_count,unique_traders,total_fees,sentiment_value,sentiment_class,win_rate,trades_per_trader,pnl_volatility,next_day_total_pnl,next_day_pnl_volatility,next_day_win_rate,next_day_trade_count,next_day_pnl_bucket,next_day_vol_bucket
2023-03-28,0.0,0.0,0.0,3,477.0,159.0,0,0,1,0.0,59,Greed,0.0,3.0,0.0,155.50335699999994,105.09211259633247,0.5942028985507246,1045.0,Low Profit,Low Vol
2023-11-14,155.50335699999994,0.1488070401913875,105.09211259633247,1045,11555429.76,11057.8275215311,287,196,2,2794.570654,69,Greed,0.5942028985507246,522.5,105.09211259633247,176965.491774,306.1669373872389,0.7876269621421976,6962.0,Low Profit,Low Vol
2024-03-09,176965.491774,25.418772159436944,306.1669373872389,6962,39406770.25,5660.265764148233,3412,920,5,6812.781233,84,Extreme Greed,0.7876269621421976,1392.4,306.1669373872389,158742.378078,633.7048150995175,0.8054765291607396,7141.0,Low Profit,Medium Vol
2024-07-03,158742.378078,22.229712656210616,633.7048150995175,7141,21843234.35,3058.8481095084726,2265,547,8,8743.87748638,50,Neutral,0.8054765291607396,892.625,633.7048150995175,3189461.032019,1165.0525484112816,0.856013339070568,35241.0,High Profit,High Vol
2024-10-27,3189461.032019,90.50427150248291,1165.0525484112816,35241,103947765.09,2949.6258644760364,15915,2677,29,21539.46273461,74,Greed,0.856013339070568,1215.2068965517242,1165.0525484112816,6699925.190574,909.121795680177,0.8611627618693443,133871.0,High Profit,Medium Vol
2025-02-19,6699925.190574,50.047621894017375,909.121795680177,133871,704158492.98,5259.977836723413,55576,8960,32,145018.0436178108,44,Fear,0.8611627618693443,4183.46875,909.121795680177,,,,,,
